"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-01-09","2.91",",,W",,,"0.00","T,,W,2400","0.0",",,W","5.1",",,W","28","H,,S","39",",,W","20",",,W","  360",",,W","  360",",,W","16.1",",,W","18.1",",,W",,,,,,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-01-10","7.16",",,W",,,"0.08",",,W,2400","1.6",",,W","5.9",",,W","22","H,,S","33",",,W","7",",,W","  340",",,W","  310",",,W","19.9",",,W","23.0",",,W","    1",",,W",,,,,,,"    1",",,W",,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-01-11","1.79",",,W",,,"0.11",",,W,2400","1.5",",,W","5.9",",,W","8","H,,S","12",",,W","2",",,W","  340",",,W","  350",",,W","10.1",",,W","12.1",",,W","    1",",,W",,,,,,,"    1",",,W",,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-01-12","2.01",",,W",,,"0.03",",,W,2400","0.3",",,W","7.9",",,W","10","H,,S","18",",,W","7",",,W","  350",",,W","  350",",,W","8.9",",,W","11.0",",,W","    1",",,W",,,,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-01-13","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W","7.9",",,W","26","H,,S","45",",,W","16",",,W","  250",",,W","  270",",,W","29.1",",,W","36.9",",,W","    1",",,W",,,,,"    1",",,W",,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-01-14","2.91",",,W",,,"0.00",",,W,2400","0.0",",,W","5.9",",,W","32","H,,S","34",",,W","20",",,W","  260",",,W","  260",",,W","10.1",",,W","10.1",",,W",,,,,,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-01-15","2.68",",,W",,,"0.00",",,W,2400","0.0",",,W","5.1",",,W","30","H,,S","31",",,W","14",",,W","  270",",,W","  270",",,W","8.1",",,W","8.9",",,W",,,,,,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-01-16","1.34",",,W",,,"0.00",",,W,2400","0.0",",,W","5.1",",,W","14","H,,S","24",",,W","3",",,W","  160",",,W","  260",",,W","6.9",",,W","8.1",",,W","    1",",,W","    1",",,W",,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-01-17","2.68",",,W",,,"0.00",",,W,2400","0.0",",,W","5.1",",,W","17","H,,S","29",",,W","9",",,W","  230",",,W","  350",",,W","8.9",",,W","12.1",",,W","    1",",,W",,,,,,,"    1",",,W",,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-01-18","3.58",",,W",,,"0.10",",,W,2400","0.0",",,W","5.1",",,W","27","H,,S","44",",,W","18",",,W","  320",",,W","  270",",,W","16.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-01-19","6.71",",,W",,,"0.01",",,W,2400","0.0",",,W","5.1",",,W","36","H,,S","38",",,W","28",",,W","  280",",,W","  280",",,W","19.9",",,W","25.9",",,W","    1",",,W","    1",",,W",,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-01-20","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W","5.1",",,W","30","H,,S","37",",,W","20",",,W","  270",",,W","  260",",,W","18.1",",,W","21.9",",,W",,,,,,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-01-21","2.01",",,W",,,"0.00",",,W,2400","0.0",",,W","5.1",",,W","24","H,,S","31",",,W","9",",,W","  290",",,W","  290",",,W","8.9",",,W","10.1",",,W",,,,,,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-01-22","4.47",",,W",,,"0.00",",,W,2400","0.0","T,,W","5.1",",,W","23","H,,S","36",",,W","16",",,W","  330",",,W","  320",",,W","16.1",",,W","21.0",",,W",,,,,,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-01-23","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W","5.1",",,W","30","H,,S","32",",,W","20",",,W","  270",",,W","  270",",,W","15.0",",,W","21.0",",,W",,,,,,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-01-24","7.38",",,W",,,"0.00","T,,W,2400","0.0","T,,W","5.1",",,W","26","H,,S","45",",,W","17",",,W","  190",",,W","  190",",,W","25.9",",,W","36.0",",,W",,,,,,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-01-25","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W","5.1",",,W","36","H,,S","42",",,W","21",",,W","  270",",,W","  270",",,W","18.1",",,W","21.9",",,W",,,,,,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-01-26","5.59",",,W",,,"0.00","T,,W,2400","0.0","T,,W","5.1",",,W","28","H,,S","33",",,W","17",",,W","  270",",,W","  260",",,W","23.0",",,W","30.0",",,W","    1",",,W",,,,,,,"    1",",,W",,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-01-27","2.01",",,W",,,"0.00",",,W,2400","0.0",",,W","5.1",",,W","22","H,,S","37",",,W","13",",,W","  270",",,W","  230",",,W","8.1",",,W","10.1",",,W",,,,,,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-01-28","4.03",",,W",,,"0.00","T,,W,2400","0.0","T,,W","5.1",",,W","30","H,,S","38",",,W","23",",,W","   10",",,W","  280",",,W","16.1",",,W","21.0",",,W",,,,,,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-01-29","2.24",",,W",,,"0.00",",,W,2400","0.0",",,W","5.1",",,W","31","H,,S","42",",,W","24",",,W","  240",",,W","  250",",,W","13.0",",,W","15.0",",,W",,,,,,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-01-30","12.75",",,W",,,"0.01",",,W,2400","0.0","T,,W","3.1",",,W","38","H,,S","51",",,W","30",",,W","  250",",,W","  240",",,W","32.0",",,W","42.1",",,W","    1",",,W",,,,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-01-31","13.65",",,W",,,"0.00","T,,W,2400","0.0","T,,W","3.1",",,W","32","H,,S","35",",,W","23",",,W","  260",",,W","  250",",,W","30.0",",,W","38.0",",,W",,,,,,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-02-01","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W","3.1",",,W","26","H,,S","30",",,W","15",",,W","  260",",,W","  230",",,W","14.1",",,W","17.0",",,W",,,,,,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-02-02","7.38",",,W",,,"0.00","T,,W,2400","0.0","T,,W","3.1",",,W","31","H,,S","49",",,W","23",",,W","  250",",,W","  250",",,W","44.1",",,W","53.9",",,W",,,,,,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-02-03","12.97",",,W",,,"0.22",",,W,2400","1.5",",,W","2.0",",,W","35","H,,S","45",",,W","1",",,W","  260",",,W","  290",",,W","28.0",",,W","36.0",",,W","    1",",,W",,,,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-02-04","2.01",",,W",,,"0.16",",,W,2400","2.5",",,W","3.1",",,W","5","H,,S","19",",,W","0",",,W","  280",",,W","  290",",,W","14.1",",,W","18.1",",,W","    1",",,W",,,,,"    1",",,W","    1",",,W",,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-02-05","6.04",",,W",,,"0.14",",,W,2400","0.8",",,W","3.9",",,W","15","H,,S","21",",,W","13",",,W","  360",",,W","  360",",,W","19.9",",,W","23.0",",,W","    1",",,W",,,,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-02-06","4.03",",,W",,,"0.08",",,W,2400","0.8",",,W","3.9",",,W","17","H,,S","25",",,W","10",",,W","  350",",,W","  340",",,W","16.1",",,W","19.0",",,W","    1",",,W",,,,,,,"    1",",,W",,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-02-07","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W","3.9",",,W","21","H,,S","46",",,W","16",",,W","  270",",,W","  260",",,W","21.9",",,W","28.0",",,W",,,,,,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-02-08","13.20",",,W",,,"0.05",",,W,2400","0.5",",,W","2.0",",,W","39","H,,S","48",",,W","4",",,W","  260",",,W","  300",",,W","30.0",",,W","40.0",",,W","    1",",,W",,,,,,,"    1",",,W",,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-02-09","4.25",",,W",,,"0.19",",,W,2400","2.0",",,W","3.1",",,W","5","H,,S","9",",,W","1",",,W","  280",",,W","  270",",,W","14.1",",,W","16.1",",,W","    1",",,W",,,,,,,"    1",",,W",,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-02-10","1.34",",,W",,,"0.00","T,,W,2400","0.0","T,,W","3.1",",,W","4","H,,S","14",",,W","-7",",,W","  320",",,W","  320",",,W","6.9",",,W","8.1",",,W","    1",",,W",,,,,,,"    1",",,W",,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-02-11","8.05",",,W",,,"0.01",",,W,2400","0.2",",,W","3.1",",,W","9","H,,S","21",",,W","3",",,W","  340",",,W","  330",",,W","21.9",",,W","25.9",",,W",,,,,,,,,"    1",",,W",,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-02-12","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W","2.0",",,W","4","H,,S","12",",,W","-5",",,W","  320",",,W","  320",",,W","15.0",",,W","18.1",",,W",,,,,,,,,"    1",",,W",,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-02-13","3.36",",,W",,,"0.00",",,W,2400","0.0",",,W","2.0",",,W","5","H,,S","29",",,W","-6",",,W","  270",",,W","  290",",,W","10.1",",,W","12.1",",,W",,,,,,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-02-14","7.16",",,W",,,"0.10",",,W,2400","1.3",",,W","2.0",",,W","25","H,,S","44",",,W","13",",,W","  360",",,W","  360",",,W","29.1",",,W","35.1",",,W","    1",",,W",,,,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-02-15","5.37",",,W",,,"0.03",",,W,2400","0.4",",,W","3.1",",,W","16","H,,S","20",",,W","2",",,W","  330",",,W","  340",",,W","16.1",",,W","19.0",",,W","    1",",,W",,,,,,,"    1",",,W",,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-02-16","4.70",",,W",,,"0.01",",,W,2400","0.0","T,,W","2.0",",,W","13","H,,S","31",",,W","4",",,W","  260",",,W","  260",",,W","21.9",",,W","25.9",",,W","    1",",,W",,,,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-02-17","4.03",",,W",,,"0.01",",,W,2400","0.5",",,W","2.0",",,W","25","H,,S","30",",,W","12",",,W","  330",",,W","  330",",,W","21.0",",,W","27.1",",,W","    1",",,W",,,,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-02-18","11.63",",,W",,,"0.07",",,W,2400","1.6",",,W","3.9",",,W","12","H,,S","12",",,W","0",",,W","  350",",,W","  350",",,W","21.0",",,W","25.1",",,W","    1",",,W",,,,,,,"    1",",,W",,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-02-19","5.82",",,W",,,"0.02",",,W,2400","0.4",",,W","3.9",",,W","1","H,,S","6",",,W","-6",",,W","  310",",,W","  310",",,W","13.0",",,W","14.1",",,W","    1",",,W",,,,,,,"    1",",,W",,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-02-20","2.24",",,W",,,"0.00",",,W,2400","0.0",",,W","3.9",",,W","-4","H,,S","8",",,W","-13",",,W","  240",",,W","  250",",,W","8.1",",,W","8.1",",,W","    1",",,W",,,,,,,"    1",",,W",,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-02-21","1.57",",,W",,,"0.00",",,W,2400","0.0",",,W","3.9",",,W","0","H,,S","15",",,W","-13",",,W","  170",",,W","  360",",,W","8.1",",,W","8.9",",,W","    1",",,W",,,,,,,"    1",",,W",,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-02-22","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W","3.9",",,W","7","H,,S","20",",,W","-3",",,W","  290",",,W","  320",",,W","15.0",",,W","17.0",",,W","    1",",,W",,,,,,,,,,
"USW00024144","HELENA AIRPORT ASOS, MT US","46.6056","-111.9636","1166.8","2018-02-23","5.37",",,W",,,"0.00",",,W,2400","0.0",",,W","3.9",",,W","7","H,,S","25",",,W","-5",",,W","  280",",,W","  280",",,W","23.0",",,W","29.1",",,W",,,,,,,,,,,"    1",",,W"
